"Date","Year","Month","Time","Hour","Street1","Street2","AtFault","SecondVehicle","Fatalities","Violation","HitRun","County","City","Lighting","RoadSurface","Injured"
"2009-12-02","2009","December","8:57",8,"Rainbow Av","Bradmoor Wy","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-12-02","2009","December","8:47",8,"Carlotta St","Rose St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-12-01","2009","December","17:46",17,"107th Av","Apricot St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Dusk - Dawn","Dry",1
"2009-12-01","2009","December","17:25",17,"Valley Av","Northway Rd","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Pleasanton","Dark - Street Lights","Dry",1
"2009-12-01","2009","December","17:24",17,"Chilpancingo Parkway","Scottsdale Rd","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Contra Costa","Pleasant Hill","Dark - Street Lights","Dry",1
"2009-12-01","2009","December","17:15",17,"Brannan St","9th St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Wet",1
"2009-12-01","2009","December","15:30",15,"Colusa Av","Visalia Av","Auto","Bicyclist",0,"Other Hazardous Violation",TRUE,"Alameda","Berkely","Daylight","Dry",1
"2009-12-01","2009","December","10:55",10,"Portola Dr","Santa Clara Av","Bicyclist","Auto",0,"Following Too Closely",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-12-01","2009","December","10:45",10,"Gateway Rd","Piper Rd","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",0
"2009-12-01","2009","December","7:55",7,"Union City Bl","Dyer St","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Alameda","Union City","Daylight","Dry",0
"2009-11-30","2009","November","21:15",21,"Stevens Creek Bl","Loma Linda Dr","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2009-11-30","2009","November","17:43",17,"Middlefield Rd","Charter St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","Redwood City","Dark - Street Lights","Dry",1
"2009-11-30","2009","November","17:30",17,"Alum Rock Av","Jose Figueres","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2009-11-30","2009","November","9:09",9,"Shattuck Av","55th St","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-11-30","2009","November","8:30",8,"S Wolfe Rd","Maria","Auto","Bicyclist",0,"Improper Passing",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2009-11-30","2009","November","8:09",8,"White Rd","Rose Av","Auto","Bicyclist",0,"Unknown",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-11-30","2009","November","8:05",8,"Los Gatos Almaden Rd","Nino Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Los Gatos","","Dry",1
"2009-11-30","2009","November","6:30",6,"University Av","Waverly St","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","Palo Alto","Dark - Street Lights","Dry",1
"2009-11-30","2009","November","0:51",0,"17th St","Valencia St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-11-29","2009","November","23:12",23,"Telegraph Av","Derby St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2009-11-29","2009","November","18:53",18,"University Av","Bay Rd","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"San Mateo","East Palo Alto","Dark - Street Lights","Dry",1
"2009-11-29","2009","November","18:15",18,"Village Pw","Tamarack Dr","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"Alameda","Dublin","Dark - Street Lights","Dry",1
"2009-11-29","2009","November","16:30",16,"Stanton Av","Acorn St","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2009-11-29","2009","November","12:07",12,"Los Angeles Av","The Cir","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-11-29","2009","November","1:02",1,"Market St","Laguna St","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-11-28","2009","November","23:49",23,"Market St","Sanchez St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",2
"2009-11-28","2009","November","20:46",20,"Elmira Rd","Santana Dr","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Solano","Vacaville","Dark - Street Lights","Dry",1
"2009-11-28","2009","November","19:43",19,"West College Av","Stony Point Rd","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Sonoma","Santa Rose","Dark - Street Lights","Dry",0
"2009-11-28","2009","November","17:20",17,"Broadway","Broadway","No_Fault","Bicyclist",0,"Unknown",FALSE,"Sonoma","Sonoma","Dark - Street Lights","Dry",1
"2009-11-28","2009","November","15:16",15,"Payran St","East Washington St","No_Fault","Bicyclist",0,"Improper Turning",FALSE,"Sonoma","Petaluma","Daylight","Dry",1
"2009-11-28","2009","November","14:50",14,"Rt 1","Pescadero Rd","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","San Mateo Sheriff's Code","Daylight","Dry",1
"2009-11-28","2009","November","14:30",14,"Ortega Av","California St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2009-11-28","2009","November","9:30",9,"Market St","Van Ness Av","Bicyclist","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-27","2009","November","17:08",17,"Mc Ginness Av","Story Rd","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Santa Clara","San Jose","Dark - Street Lights","Wet",1
"2009-11-26","2009","November","10:44",10,"Camino Tassajara","Sherburne Hills Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Contra Costa","Danville","Daylight","Dry",1
"2009-11-26","2009","November","7:12",7,"Sunol Bl","Sonoma Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Pleasanton","Daylight","Dry",1
"2009-11-26","2009","November","2:44",2,"Valencia St","14th St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Dark - No Street Lights","Dry",1
"2009-11-25","2009","November","18:30",18,"Rt 185","Mattox Rd","Bicyclist","Auto",0,"Traffic Signals And Signs",TRUE,"Alameda","Alameda Sheriff's Code","Dark - Street Lights","Dry",0
"2009-11-25","2009","November","17:55",17,"Polk St","Cedar St","Bicyclist","Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-11-25","2009","November","17:54",17,"Santa Rosa Av","South A St","Bicyclist","Auto",0,"",FALSE,"Sonoma","Santa Rose","Dark - Street Lights","Dry",0
"2009-11-25","2009","November","17:08",17,"90th Av","Plymouth Av","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Alameda","Oakland","Dusk - Dawn","Dry",1
"2009-11-25","2009","November","17:02",17,"Leslie Dr","Elinora Dr","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Contra Costa","Pleasant Hill","Daylight","",1
"2009-11-25","2009","November","16:44",16,"Mission Bl","Industrial Bl","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Hayward","Daylight","Dry",0
"2009-11-25","2009","November","13:28",13,"N 4th St","Saint James St","Bicyclist","Auto",0,"Pedestrian Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-11-25","2009","November","12:33",12,"John F Kennedy Dr","Transverse Dr","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-25","2009","November","12:13",12,"Airport Bl","Rt 101","Auto","Bicyclist",0,"Unsafe Lane Change",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-11-25","2009","November","12:00",12,"Taylor St","Jefferson St","Bicyclist","Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-25","2009","November","10:40",10,"North Blaney Av","Northforde Dr","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Cupertino","Daylight","Dry",0
"2009-11-25","2009","November","10:18",10,"16th St","Castro St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-11-25","2009","November","8:15",8,"University Dr","Middle Av","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"San Mateo","Menlo Park","Daylight","Dry",1
"2009-11-25","2009","November","7:30",7,"Cottle Av","Lennon Wy","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-11-24","2009","November","16:00",16,"Rt 101","Tamalpais Dr","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Marin","Marin County Sheriff's Code","Daylight","Dry",1
"2009-11-24","2009","November","15:12",15,"Owens Dr","Hacienda Dr","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Pleasanton","Daylight","Dry",1
"2009-11-24","2009","November","13:58",13,"Market St","Montgomery St","Bicyclist","Auto",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-23","2009","November","17:51",17,"East Tabor Av","Solano St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Solano","Fairfield","Daylight","Dry",1
"2009-11-23","2009","November","12:26",12,"Willow","Central Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda","Daylight","Dry",1
"2009-11-23","2009","November","12:00",12,"M St","3rd St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Livermore","Daylight","Dry",1
"2009-11-23","2009","November","8:30",8,"Van Ness","Chestnut St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-23","2009","November","7:58",7,"Princeton Dr","Yulupa Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Sonoma","Santa Rose","Dusk - Dawn","Dry",1
"2009-11-22","2009","November","18:08",18,"Contra Costa Bl","Beth Dr","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Contra Costa","Pleasant Hill","Dark - Street Lights","Dry",1
"2009-11-22","2009","November","17:20",17,"Chestnut St","Divisadero St","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",1
"2009-11-22","2009","November","16:55",16,"Woodside Rd","Hudson St","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"San Mateo","Redwood City","Daylight","Dry",1
"2009-11-22","2009","November","15:30",15,"Thornton Av","Bay Shore Bl","Auto","Bicyclist",0,"Improper Turning",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-22","2009","November","14:40",14,"Springdale Av","Maywood Dr","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"Alameda","Pleasanton","Daylight","Dry",1
"2009-11-22","2009","November","13:06",13,"Willow Rd","Church Ln","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Contra Costa","San Pablo","Daylight","Dry",1
"2009-11-21","2009","November","21:05",21,"24th St","Santa Clara St","No_Fault","Bicyclist",0,"Unknown",TRUE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2009-11-21","2009","November","16:42",16,"Alemany Bl","Geneva Av","Bicyclist","Auto",0,"Other Improper Driving",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",1
"2009-11-21","2009","November","16:37",16,"Dutton Av","Sebastopol Rd","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Sonoma","Santa Rose","Dark - Street Lights","Dry",1
"2009-11-21","2009","November","14:17",14,"El Camino Real","Calabazas Bl","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2009-11-21","2009","November","14:04",14,"Hayes St","Webster St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-21","2009","November","13:30",13,"Foothill Expwy","Magdalena Av","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Los Altos","Daylight","Dry",1
"2009-11-21","2009","November","11:08",11,"Seneca Av","Alemany Bl","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-21","2009","November","10:30",10,"Middle Two Rock Rd","Lindberg Ct","No_Fault","Bicyclist",0,"Unsafe Speed",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2009-11-21","2009","November","8:23",8,"Julian St","Rt 87","Bicyclist","Auto",1,"Unsafe Lane Change",FALSE,"Santa Clara","San Jose","Daylight","Dry",0
"2009-11-21","2009","November","8:05",8,"Willow Pass Rd","Rt 680","Auto","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2009-11-20","2009","November","17:10",17,"Rt 101","Tully Rd","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Dark - No Street Lights","Wet",1
"2009-11-20","2009","November","17:00",17,"23rd St","Sutter Av","Bicyclist","Auto",0,"Improper Passing",TRUE,"Contra Costa","San Pablo","Dusk - Dawn","Dry",1
"2009-11-20","2009","November","8:12",8,"Blossom Hill Rd","Judith St","Bicyclist","Auto",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-11-19","2009","November","23:13",23,"Cabrillo St","16th Av","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-11-19","2009","November","19:07",19,"Euclid Av","Ridge Rd","Bicyclist","Pedestrian",0,"Pedestrian Right Of Way",FALSE,"Alameda","Berkely","Dark - Street Lights","",1
"2009-11-19","2009","November","17:35",17,"Sebastopol Av","Stony Point Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-11-19","2009","November","15:08",15,"Fordham Wy","Varsity Ct","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2009-11-19","2009","November","15:01",15,"Haight St","Pierce St","Bicyclist","Other",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-19","2009","November","13:45",13,"Rt 185","170th Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2009-11-19","2009","November","13:30",13,"Heyer Av","Redwood Rd","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2009-11-19","2009","November","11:05",11,"University Av","Curtis St","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-11-18","2009","November","15:55",15,"Snell Av","Snell Av","Bicyclist","Auto",1,"Other Improper Driving",FALSE,"Santa Clara","San Jose","Daylight","Dry",0
"2009-11-18","2009","November","15:00",15,"River Rd","Trenton-Healdsburg Rd","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2009-11-18","2009","November","14:09",14,"Polk St","Willow St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-18","2009","November","12:55",12,"Hesperian Bl","Bockman Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2009-11-18","2009","November","12:42",12,"Edinburgh Dr","Glasgow Cir","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Livermore","Daylight","Dry",1
"2009-11-18","2009","November","8:20",8,"Sir Francis Drake Bl","Mountain View Av","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Marin","San Anselmo","Daylight","Dry",1
"2009-11-17","2009","November","21:25",21,"Alemany Bl","Ocean Av","Bicyclist","Auto",0,"Lights",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Wet",1
"2009-11-17","2009","November","18:24",18,"Jarvis Av","Foxworthy Av","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2009-11-17","2009","November","18:22",18,"Blossom Hill","Snell Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2009-11-17","2009","November","18:01",18,"Market St","Romain St","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",0
"2009-11-17","2009","November","18:00",18,"Folsom St","20th St","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Wet",1
"2009-11-17","2009","November","17:18",17,"San Ramon Valley Bl","Pine Valley Rd","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Contra Costa","San Ramon","Dark - Street Lights","Dry",1
"2009-11-17","2009","November","17:10",17,"Sir Francis Drake Bl","Arroyo Rd","No_Fault","Bicyclist",0,"Unknown",FALSE,"Marin","Marin County Sheriff's Code","Dark - No Street Lights","Wet",1
"2009-11-17","2009","November","16:25",16,"Great Hwy","Cutler Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-11-17","2009","November","15:23",15,"Southwest Bl","Burton Av","No_Fault","Bicyclist",0,"Unknown",FALSE,"Sonoma","Rohnert Park","Daylight","Wet",0
"2009-11-17","2009","November","15:15",15,"Silver Creek Valley Rd","Rt 101","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Santa Clara","San Jose","Daylight","Dry",2
"2009-11-17","2009","November","14:53",14,"Paseo Padre Pkwy","Parkside Dr","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-11-17","2009","November","14:26",14,"S 4th St","E Santa Clara St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-11-17","2009","November","14:25",14,"Cleveland Av","Piner Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-11-17","2009","November","12:25",12,"Bockman Rd","Via Arriba","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2009-11-17","2009","November","7:21",7,"Vine St","Willow Av","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Santa Clara","San Jose","Dusk - Dawn","Dry",1
"2009-11-17","2009","November","7:12",7,"San Pablo Av","Rt 80","No_Fault","Bicyclist",0,"Unknown",TRUE,"Contra Costa","Richmond","Daylight","Dry",0
"2009-11-17","2009","November","7:00",7,"Alma St","Loma Verde","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Palo Alto","Dusk - Dawn","Dry",1
"2009-11-16","2009","November","19:59",19,"Broadway","Piedmont Av","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Dark - Street Lights","Dry",1
"2009-11-16","2009","November","19:35",19,"Adeline St","Harmon St","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2009-11-16","2009","November","19:23",19,"7th St","Townsend St","Auto","Bicyclist",0,"Unsafe Lane Change",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-11-16","2009","November","18:23",18,"Dana St","View St","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Mountain View","Dark - Street Lights","Dry",1
